Idcar_200m,I_est_200,Idcar_1km,I_est_1km,Idcar_nat,Groupe,Ind,Men_1ind,Men_5ind,Men_prop,Men_fmp,Ind_snv,Men_surf,Men_coll,Men_mais,Log_av45,Log_45_70,Log_70_90,Log_ap90,Log_inc,Log_soc,Ind_0_3,Ind_4_5,Ind_6_10,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_55_64,Ind_65_79,Ind_80p,Ind_inc,Men_pauv,Men,lcog_geo
CRS5490RES200mN1626600E710000,1,CRS5490RES1000mN1626000E710000,1,CRS5490RES8000mN1624000E704000,398784,2,0.4,0.1,0.5,0.2,31483.3,78.8,0,0.9,0,0.2,0.2,0.5,0,0,0.1,0,0.1,0.1,0.2,0.3,0.4,0.4,0.3,0.1,0,0.4,0.9,97212
CRS5490RES200mN1626600E711800,1,CRS5490RES1000mN1626000E711000,0,CRS5490RES8000mN1624000E704000,1020296,4,0.7,0.3,1.3,0.1,61838,141.1,0.1,1.5,0,0.2,0.5,0.9,0,0,0.1,0.1,0.3,0.4,0.1,0.4,1,0.5,0.8,0.3,0,0.7,1.6,97212
CRS5490RES200mN1626600E712200,1,CRS5490RES1000mN1626000E712000,0,CRS5490RES1000mN1626000E712000,1020307,13,1.3,0.5,3.9,1.2,240964.4,442.2,0.3,4.7,0.2,0.7,1.1,2.9,0.1,0,0.4,0.1,0.9,1.4,0.7,1.4,3,2.2,2.1,0.7,0.1,1.5,5,97212
CRS5490RES200mN1626600E712400,0,CRS5490RES1000mN1626000E712000,0,CRS5490RES1000mN1626000E712000,1020309,56,4,3,11,8,935484.7,1521.2,7,12,0,2,3,13,1,0,4,5,5,8,3,7,10,4,6,4,0,9,19,97212
CRS5490RES200mN1626600E712600,1,CRS5490RES1000mN1626000E712000,0,CRS5490RES1000mN1626000E712000,1020307,6,0.6,0.2,1.8,0.5,111214.3,204.1,0.1,2.2,0.1,0.3,0.5,1.4,0,0,0.2,0.1,0.4,0.6,0.3,0.7,1.4,1,1,0.3,0,0.7,2.3,97212
CRS5490RES200mN1626600E712800,1,CRS5490RES1000mN1626000E712000,0,CRS5490RES1000mN1626000E712000,1020307,2,0.2,0.1,0.6,0.2,37071.4,68,0.1,0.7,0,0.1,0.2,0.5,0,0,0.1,0,0.1,0.2,0.1,0.2,0.5,0.4,0.3,0.1,0,0.2,0.8,97212
CRS5490RES200mN1626600E713000,1,CRS5490RES1000mN1626000E713000,0,CRS5490RES1000mN1626000E713000,1020298,17,2.6,0.3,4.9,0.6,321187.3,653.8,1.6,5.9,0,1.6,1.6,3.9,0.4,0,0.2,0.1,0.3,1.2,1.3,2.2,3,4.6,2.6,1.5,0,2.6,7.5,97212
CRS5490RES200mN1626600E713200,1,CRS5490RES1000mN1626000E713000,0,CRS5490RES1000mN1626000E713000,1020298,3,0.5,0.1,0.9,0.1,56680.1,115.4,0.3,1,0,0.3,0.3,0.7,0,0,0,0,0.1,0.2,0.2,0.4,0.5,0.8,0.5,0.3,0,0.5,1.3,97212
CRS5490RES200mN1626600E713400,1,CRS5490RES1000mN1626000E713000,0,CRS5490RES1000mN1626000E713000,1020298,8,1.2,0.2,2.3,0.3,151147,307.7,0.7,2.8,0,0.7,0.8,1.8,0.2,0,0.1,0.1,0.2,0.6,0.6,1,1.4,2.1,1.2,0.7,0,1.2,3.5,97212
CRS5490RES200mN1626600E713600,1,CRS5490RES1000mN1626000E713000,0,CRS5490RES1000mN1626000E713000,1020298,27,4.2,0.5,7.8,0.9,510121,1038.4,2.6,9.4,0,2.5,2.6,6.2,0.7,0,0.4,0.2,0.5,2,2,3.4,4.7,7.2,4.2,2.4,0,4.2,12,97212
CRS5490RES200mN1626600E713800,1,CRS5490RES1000mN1626000E713000,0,CRS5490RES1000mN1626000E713000,1020298,12,1.9,0.2,3.5,0.4,226720.5,461.5,1.1,4.2,0,1.1,1.1,2.8,0.3,0,0.2,0.1,0.2,0.9,0.9,1.5,2.1,3.2,1.9,1,0,1.9,5.3,97212
CRS5490RES200mN1626600E714600,1,CRS5490RES1000mN1626000E714000,0,CRS5490RES1000mN1626000E714000,1020317,5,0.9,0.1,1.1,0.4,100027.3,188.8,0.4,1.8,0.2,0.3,0.2,1.1,0.4,0,0.1,0.3,0.3,0.4,0.3,0.6,1,1.1,0.4,0.4,0.1,0.9,2.2,97212
CRS5490RES200mN1626600E715200,0,CRS5490RES1000mN1626000E715000,0,CRS5490RES1000mN1626000E715000,1020322,26,3,0,10,5,451327.6,1057,0,13,5,2,5,1,0,0,0,0,1,0,1,1,5,5,8,5,0,3,13,97212
CRS5490RES200mN1626600E715400,1,CRS5490RES1000mN1626000E715000,0,CRS5490RES1000mN1626000E715000,1020321,9,1.5,0,3.6,0.4,193878,382,0.1,4.1,0,0.5,1.5,2.2,0,0,0.1,0,0.5,0.8,0.6,0.7,2,1.9,1.5,0.9,0,0.8,4.2,97212
CRS5490RES200mN1626600E715600,0,CRS5490RES1000mN1626000E715000,0,CRS5490RES1000mN1626000E715000,1020323,33,1,0,12,3,954857.2,1273,0,13,0,1,0,12,0,0,1,0,1,2,2,4,6,6,9,2,0,0,13,97212
CRS5490RES200mN1626600E715800,0,CRS5490RES1000mN1626000E715000,0,CRS5490RES1000mN1626000E715000,1020324,29,4,0,12,3,724120.3,1586,1,14,0,1,7,7,0,0,0,0,1,2,2,0,7,4,11,2,0,3,15,97212
CRS5490RES200mN1626600E716000,1,CRS5490RES1000mN1626000E716000,0,CRS5490RES1000mN1626000E716000,1020355,17,2.2,1,4.4,1.2,322092.3,585.4,0.8,5.7,0.3,1.4,1.5,3,0.3,0,0.3,0.3,1.5,1.8,1.1,2.2,2.9,3.2,2.8,0.8,0.1,1.9,6.5,97212
CRS5490RES200mN1626600E716200,1,CRS5490RES1000mN1626000E716000,0,CRS5490RES1000mN1626000E716000,1020355,25,3.2,1.5,6.5,1.7,473665.1,860.9,1.2,8.4,0.4,2,2.2,4.5,0.5,0,0.4,0.4,2.2,2.6,1.6,3.2,4.4,4.8,4.1,1.2,0.1,2.8,9.6,97212
CRS5490RES200mN1626600E717000,1,CRS5490RES1000mN1626000E717000,0,CRS5490RES1000mN1626000E717000,1020352,23,3.1,0.8,7.9,1.5,514028.3,888.6,1.2,8.8,0.2,1,3.7,4.4,0.7,0,0.5,0.4,1.7,1.9,0.7,2.1,4.8,3.4,6,1.4,0.1,3.1,10,97212
CRS5490RES200mN1626600E717400,1,CRS5490RES1000mN1626000E717000,0,CRS5490RES1000mN1626000E717000,1020352,1,0.1,0,0.3,0.1,22349.1,38.6,0,0.4,0,0,0.2,0.2,0,0,0,0,0.1,0.1,0,0.1,0.2,0.1,0.3,0.1,0,0.1,0.4,97212
CRS5490RES200mN1626600E717600,1,CRS5490RES1000mN1626000E717000,0,CRS5490RES1000mN1626000E717000,1020352,2,0.3,0.1,0.7,0.1,44698.1,77.3,0.1,0.8,0,0.1,0.3,0.4,0.1,0,0,0,0.2,0.2,0.1,0.2,0.4,0.3,0.5,0.1,0,0.3,0.9,9721297230
CRS5490RES200mN1626600E717800,1,CRS5490RES1000mN1626000E717000,0,CRS5490RES1000mN1626000E717000,1020352,4,0.5,0.1,1.4,0.3,89396.2,154.5,0.2,1.5,0,0.2,0.6,0.8,0.1,0,0.1,0.1,0.3,0.3,0.1,0.4,0.8,0.6,1,0.3,0,0.5,1.7,9723097212
CRS5490RES200mN1626600E718000,1,CRS5490RES1000mN1626000E718000,1,CRS5490RES2000mN1626000E718000,398811,7,1.4,0,2.3,0.7,166213,293.9,1,2.4,0.1,0.6,0.3,2.2,0.2,0,0,0.3,0.5,0.5,0.3,1,1.9,1,0.9,0.5,0.1,0.7,3.4,97230
CRS5490RES200mN1626600E718600,1,CRS5490RES1000mN1626000E718000,1,CRS5490RES2000mN1626000E718000,398811,4,0.8,0,1.3,0.4,94978.9,168,0.6,1.4,0,0.4,0.2,1.3,0.1,0,0,0.2,0.3,0.3,0.2,0.5,1.1,0.6,0.5,0.3,0,0.4,2,97230
CRS5490RES200mN1626600E719000,1,CRS5490RES1000mN1626000E719000,0,CRS5490RES2000mN1626000E718000,1020371,23,3.8,0.8,6.5,1.8,415258.9,751.6,1.5,8.5,0.4,2.1,2.1,5,0.4,0,0.4,0.1,1.2,3.4,1,2.8,4.9,3.6,3.9,1.7,0,3.8,10,97230
CRS5490RES200mN1626600E719200,1,CRS5490RES1000mN1626000E719000,0,CRS5490RES2000mN1626000E718000,1020371,10,1.7,0.3,2.8,0.8,180547.4,326.8,0.6,3.7,0.2,0.9,0.9,2.1,0.2,0,0.2,0,0.5,1.5,0.4,1.2,2.1,1.6,1.7,0.8,0,1.7,4.3,97230
CRS5490RES200mN1626600E719600,1,CRS5490RES1000mN1626000E719000,0,CRS5490RES2000mN1626000E718000,1020371,2,0.3,0.1,0.6,0.2,36109.5,65.4,0.1,0.8,0,0.2,0.2,0.4,0.1,0,0,0,0.1,0.3,0.1,0.3,0.4,0.3,0.3,0.2,0,0.3,0.9,9723097222
CRS5490RES200mN1626600E719800,1,CRS5490RES1000mN1626000E719000,0,CRS5490RES2000mN1626000E718000,1020371,7,1.2,0.2,2,0.6,126383.1,228.8,0.4,2.6,0.1,0.6,0.6,1.5,0.2,0,0.1,0,0.4,1,0.3,0.9,1.5,1.1,1.2,0.5,0,1.2,3,9723097222
CRS5490RES200mN1626600E721200,1,CRS5490RES1000mN1626000E721000,0,CRS5490RES2000mN1626000E720000,1020377,1,0.2,0.1,0.3,0.1,18391.1,30.4,0,0.4,0,0,0.1,0.3,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0,0,0.1,0.4,97222
CRS5490RES200mN1626600E721400,1,CRS5490RES1000mN1626000E721000,0,CRS5490RES2000mN1626000E720000,1020377,4,0.6,0.2,1.3,0.3,73564.5,121.6,0.2,1.5,0,0,0.4,1.3,0,0,0.2,0,0.2,0.4,0.2,0.4,0.9,0.8,0.7,0.2,0,0.6,1.7,97222
CRS5490RES200mN1626600E723800,1,CRS5490RES1000mN1626000E723000,1,CRS5490RES2000mN1626000E722000,398829,12,2.6,0.3,4.3,0.7,177006.2,357.4,0.3,5.4,0.3,0.5,2.3,2.6,0,0,0.2,0.2,1,0.9,1.2,1.2,2.8,2.1,2.4,0,0,2.4,5.7,97222
CRS5490RES200mN1626600E724000,0,CRS5490RES1000mN1626000E724000,0,CRS5490RES2000mN1626000E724000,1020396,46,7,0,12,8,1191706.6,2045,13,10,0,0,0,23,0,0,2,2,1,5,3,4,16,6,6,1,0,2,23,97222
CRS5490RES200mN1626600E724200,0,CRS5490RES1000mN1626000E724000,0,CRS5490RES2000mN1626000E724000,1020393,46,4,1,15,3,1659623.2,1967,3,15,0,0,8,10,0,0,3,1,4,2,3,7,5,12,8,1,0,1,18,97222
CRS5490RES200mN1626800E695400,1,CRS5490RES1000mN1626000E695000,0,CRS5490RES1000mN1626000E695000,1020246,2,0.4,0.1,0.5,0.2,44070.9,79.4,0.2,0.7,0,0.3,0.3,0.3,0,0,0,0.1,0.1,0,0.2,0.2,0.5,0.2,0.3,0.4,0,0.2,0.9,97204
CRS5490RES200mN1626800E695600,0,CRS5490RES1000mN1626000E695000,0,CRS5490RES1000mN1626000E695000,1020249,45.5,5,2,12,4,804787.4,1428,1,17,2,9,4,3,0,0,3,0,3.5,5,2,4,8,5,9,6,0,6,18,97204
CRS5490RES200mN1626800E695800,1,CRS5490RES1000mN1626000E695000,0,CRS5490RES1000mN1626000E695000,1020246,7,1.2,0.2,1.6,0.6,154248.1,278,0.5,2.6,0,0.9,1,1.2,0,0,0.1,0.4,0.4,0.1,0.5,0.5,1.8,0.8,1.1,1.3,0,0.7,3.1,97204
CRS5490RES200mN1626800E696800,0,CRS5490RES1000mN1626000E696000,0,CRS5490RES1000mN1626000E696000,1020265,38,10,0,6,4,916383.4,1381.8,7,14,0,0,0,0,21,0,1,1,4,0,0,5,14,5,6,2,0,5,21,97204
CRS5490RES200mN1626800E697000,1,CRS5490RES1000mN1626000E697000,0,CRS5490RES1000mN1626000E697000,1020271,6,0.4,0.2,1.8,0.4,160263.4,241.3,0.3,1.9,0,0,0.6,1.6,0,0,0.2,0.2,0.4,0.6,0.4,0.6,1.4,0.6,1.3,0.3,0,0.3,2.2,97204
CRS5490RES200mN1626800E697200,0,CRS5490RES1000mN1626000E697000,0,CRS5490RES1000mN1626000E697000,1020272,171.5,21,2,0,45,2454517.1,4518,77,0,0,0,0,77,0,77,21,9,21.5,27,8,42,28,11,4,0,0,28,77,97204
CRS5490RES200mN1626800E697400,1,CRS5490RES1000mN1626000E697000,0,CRS5490RES1000mN1626000E697000,1020271,14,1,0.6,4.2,0.9,373948,563.1,0.8,4.4,0,0,1.5,3.7,0,0,0.4,0.4,1,1.4,0.9,1.3,3.4,1.5,3,0.7,0,0.7,5.2,97204
CRS5490RES200mN1626800E697600,1,CRS5490RES1000mN1626000E697000,0,CRS5490RES1000mN1626000E697000,1020271,7,0.5,0.3,2.1,0.5,186974,281.5,0.4,2.2,0,0,0.7,1.9,0,0,0.2,0.2,0.5,0.7,0.5,0.6,1.7,0.7,1.5,0.4,0,0.3,2.6,97204
CRS5490RES200mN1626800E697800,1,CRS5490RES1000mN1626000E697000,0,CRS5490RES1000mN1626000E697000,1020271,8,0.6,0.3,2.4,0.5,213684.6,321.8,0.5,2.5,0,0,0.9,2.1,0,0,0.2,0.2,0.6,0.8,0.5,0.8,1.9,0.9,1.7,0.4,0,0.4,3,97204
CRS5490RES200mN1626800E698000,1,CRS5490RES1000mN1626000E698000,0,CRS5490RES2000mN1626000E698000,1020274,1,0.1,0,0.3,0.1,27421.5,40.4,0.1,0.3,0,0,0.2,0.2,0,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0,0,0.4,97204
CRS5490RES200mN1626800E698200,0,CRS5490RES1000mN1626000E698000,0,CRS5490RES2000mN1626000E698000,1020275,23,4,1,7,3,487253.6,909,5,6,0,0,3,8,0,0,0,0,1,3,2,3,4,4,4,2,0,4,11,9720497233
CRS5490RES200mN1626800E698400,0,CRS5490RES1000mN1626000E698000,0,CRS5490RES2000mN1626000E698000,1020276,35,3,2,7,2,817286.5,996,6,6,0,2,1,9,0,0,3,3,4,1,2,6,10,4,1,1,0,2,12,97233
CRS5490RES200mN1626800E698600,1,CRS5490RES1000mN1626000E698000,0,CRS5490RES2000mN1626000E698000,1020274,21,1.5,1,5.3,1.3,575852,848.5,0.9,7,0,0.6,4,3.2,0.1,0,0.4,0.4,0.9,2.1,1,2.3,4,3.3,4.9,1.4,0.3,0.8,7.9,97233
CRS5490RES200mN1626800E698800,1,CRS5490RES1000mN1626000E698000,0,CRS5490RES2000mN1626000E698000,1020274,17,1.2,0.8,4.3,1,466165.9,686.9,0.7,5.7,0,0.5,3.3,2.5,0.1,0,0.3,0.3,0.8,1.7,0.8,1.8,3.3,2.7,4,1.1,0.2,0.6,6.4,97233
CRS5490RES200mN1626800E699000,1,CRS5490RES1000mN1626000E699000,0,CRS5490RES2000mN1626000E698000,1020279,2,0.3,0,0.5,0.2,49576.9,81.3,0.2,0.7,0,0.2,0.2,0.5,0,0,0,0,0.1,0.1,0.1,0.2,0.4,0.5,0.5,0.1,0,0.2,0.9,97233
CRS5490RES200mN1626800E699200,1,CRS5490RES1000mN1626000E699000,0,CRS5490RES2000mN1626000E698000,1020279,19,2.7,0.3,5.2,2,470980.6,772.2,2.1,6.6,0,2.1,2.3,4.3,0,0,0.2,0.3,1,1,1.2,1.4,4.2,4.5,4.2,1,0,1.6,8.7,97233
CRS5490RES200mN1626800E699400,0,CRS5490RES1000mN1626000E699000,0,CRS5490RES2000mN1626000E698000,1020281,32.5,2,0,8,4,607329.8,1006,5,9,0,7,4,3,0,0,0,0.5,0,2,2,2,4,7,9,6,0,4,14,97233
CRS5490RES200mN1626800E699600,0,CRS5490RES1000mN1626000E699000,0,CRS5490RES2000mN1626000E698000,1020280,29,3,2,8,2,691403.3,778,2,9,0,0,5,6,0,0,1,1,2,2,0,4,4,4,8,3,0,3,11,97233
CRS5490RES200mN1626800E699800,0,CRS5490RES1000mN1626000E699000,0,CRS5490RES2000mN1626000E698000,1020282,29,5,0,5,5,490917.5,1109,0,14,0,3,7,4,0,0,1,1,2,4,2,5,7,0,5,2,0,6,14,97233
CRS5490RES200mN1626800E700000,1,CRS5490RES1000mN1626000E700000,1,CRS5490RES2000mN1626000E700000,398779,3,0.5,0.1,0.8,0.2,58492.5,102.7,0,1.3,0.1,0.2,0.4,0.6,0,0,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.5,0.7,0.3,0,0.4,1.3,97233
CRS5490RES200mN1626800E700200,1,CRS5490RES1000mN1626000E700000,1,CRS5490RES2000mN1626000E700000,398779,8.5,1.5,0.4,2.3,0.7,165728.8,291.1,0.1,3.5,0.2,0.4,1.2,1.8,0,0,0.4,0.2,0.3,0.5,0.5,0.8,1.5,1.5,2,0.8,0,1.2,3.6,97233
CRS5490RES200mN1626800E700400,1,CRS5490RES1000mN1626000E700000,1,CRS5490RES2000mN1626000E700000,398779,11,1.9,0.5,2.9,0.8,214472.6,376.7,0.1,4.6,0.3,0.6,1.5,2.3,0,0,0.5,0.3,0.4,0.6,0.7,1,2,1.9,2.6,1,0,1.6,4.7,97233
CRS5490RES200mN1626800E700800,1,CRS5490RES1000mN1626000E700000,1,CRS5490RES2000mN1626000E700000,398779,2,0.4,0.1,0.5,0.2,38995,68.5,0,0.8,0,0.1,0.3,0.4,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.5,0.2,0,0.3,0.8,97233
CRS5490RES200mN1626800E701000,1,CRS5490RES1000mN1626000E701000,0,CRS5490RES2000mN1626000E700000,1020288,5,0.7,0.2,1.5,0.3,89943,187,0,2.2,0,0.2,0.6,1.4,0,0,0.1,0.1,0.3,0.4,0.2,0.8,1,1,0.9,0.2,0,0.8,2.2,97233
CRS5490RES200mN1626800E701200,1,CRS5490RES1000mN1626000E701000,0,CRS5490RES2000mN1626000E700000,1020288,12,1.8,0.5,3.6,0.7,215863.2,448.8,0.1,5.2,0,0.5,1.5,3.3,0,0,0.3,0.3,0.6,0.8,0.6,2,2.3,2.4,2.2,0.5,0,2,5.3,97233
CRS5490RES200mN1626800E701400,1,CRS5490RES1000mN1626000E701000,0,CRS5490RES2000mN1626000E700000,1020288,4,0.6,0.2,1.2,0.2,71954.4,149.6,0,1.8,0,0.2,0.5,1.1,0,0,0.1,0.1,0.2,0.3,0.2,0.6,0.8,0.8,0.7,0.2,0,0.7,1.8,97233
CRS5490RES200mN1626800E711400,1,CRS5490RES1000mN1626000E711000,0,CRS5490RES8000mN1624000E704000,1020296,3,0.5,0.2,1,0,46378.5,105.8,0.1,1.1,0,0.2,0.3,0.7,0,0,0.1,0,0.3,0.3,0.1,0.3,0.7,0.4,0.6,0.2,0,0.5,1.2,97212
CRS5490RES200mN1626800E711600,1,CRS5490RES1000mN1626000E711000,0,CRS5490RES8000mN1624000E704000,1020296,4,0.7,0.3,1.3,0.1,61838,141.1,0.1,1.5,0,0.2,0.5,0.9,0,0,0.1,0.1,0.3,0.4,0.1,0.4,1,0.5,0.8,0.3,0,0.7,1.6,97212
CRS5490RES200mN1626800E711800,1,CRS5490RES1000mN1626000E711000,0,CRS5490RES8000mN1624000E704000,1020296,2,0.4,0.1,0.6,0,30919,70.6,0,0.8,0,0.1,0.2,0.5,0,0,0.1,0,0.2,0.2,0.1,0.2,0.5,0.2,0.4,0.1,0,0.4,0.8,97212
CRS5490RES200mN1626800E712200,1,CRS5490RES1000mN1626000E712000,0,CRS5490RES1000mN1626000E712000,1020307,4,0.4,0.1,1.2,0.4,74142.9,136.1,0.1,1.4,0.1,0.2,0.3,0.9,0,0,0.1,0.1,0.3,0.4,0.2,0.4,0.9,0.7,0.7,0.2,0,0.5,1.5,97212
CRS5490RES200mN1626800E712400,0,CRS5490RES1000mN1626000E712000,0,CRS5490RES1000mN1626000E712000,1020310,78.5,15,6,12,5,1508551.5,2717,4,28,0,1,0,1,30,0,5,1,5,7.5,6,11,24,12,6,1,0,8,32,97212
CRS5490RES200mN1626800E712800,1,CRS5490RES1000mN1626000E712000,0,CRS5490RES1000mN1626000E712000,1020307,33,3.4,1.2,9.9,3,611678.7,1122.5,0.8,11.9,0.5,1.8,2.8,7.4,0.2,0,1,0.3,2.4,3.5,1.8,3.5,7.5,5.7,5.4,1.7,0.2,3.9,12.7,97212
CRS5490RES200mN1626800E713000,1,CRS5490RES1000mN1626000E713000,0,CRS5490RES1000mN1626000E713000,1020298,14,2.2,0.3,4,0.5,264507.2,538.5,1.3,4.9,0,1.3,1.3,3.2,0.4,0,0.2,0.1,0.3,1,1,1.8,2.4,3.8,2.2,1.2,0,2.2,6.2,97212
CRS5490RES200mN1626800E713200,1,CRS5490RES1000mN1626000E713000,0,CRS5490RES1000mN1626000E713000,1020298,18,2.8,0.4,5.2,0.6,340080.7,692.3,1.7,6.3,0,1.7,1.7,4.1,0.5,0,0.3,0.1,0.4,1.3,1.3,2.3,3.1,4.8,2.8,1.6,0,2.8,8,97212
CRS5490RES200mN1626800E713400,1,CRS5490RES1000mN1626000E713000,0,CRS5490RES1000mN1626000E713000,1020298,5,0.8,0.1,1.4,0.2,94466.9,192.3,0.5,1.7,0,0.5,0.5,1.1,0.1,0,0.1,0,0.1,0.4,0.4,0.6,0.9,1.3,0.8,0.4,0,0.8,2.2,97212
CRS5490RES200mN1626800E713600,1,CRS5490RES1000mN1626000E713000,0,CRS5490RES1000mN1626000E713000,1020298,4,0.6,0.1,1.2,0.1,75573.5,153.8,0.4,1.4,0,0.4,0.4,0.9,0.1,0,0.1,0,0.1,0.3,0.3,0.5,0.7,1.1,0.6,0.3,0,0.6,1.8,97212
CRS5490RES200mN1626800E713800,1,CRS5490RES1000mN1626000E713000,0,CRS5490RES1000mN1626000E713000,1020298,8,1.2,0.2,2.3,0.3,151147,307.7,0.7,2.8,0,0.7,0.8,1.8,0.2,0,0.1,0.1,0.2,0.6,0.6,1,1.4,2.1,1.2,0.7,0,1.2,3.5,97212
CRS5490RES200mN1626800E714000,1,CRS5490RES1000mN1626000E714000,0,CRS5490RES1000mN1626000E714000,1020317,8,1.4,0.2,1.8,0.7,160043.7,302,0.7,2.8,0.3,0.6,0.3,1.7,0.6,0,0.1,0.4,0.6,0.7,0.6,1,1.6,1.7,0.6,0.6,0.1,1.4,3.5,97212
CRS5490RES200mN1626800E714400,1,CRS5490RES1000mN1626000E714000,0,CRS5490RES1000mN1626000E714000,1020317,6,1,0.2,1.4,0.5,120032.8,226.5,0.5,2.2,0.3,0.4,0.3,1.3,0.4,0,0.1,0.4,0.4,0.5,0.4,0.8,1.2,1.3,0.4,0.4,0.1,1,2.7,97212
CRS5490RES200mN1626800E714600,1,CRS5490RES1000mN1626000E714000,0,CRS5490RES1000mN1626000E714000,1020317,9,1.5,0.3,2.1,0.8,180049.2,339.8,0.8,3.2,0.4,0.6,0.4,1.9,0.7,0,0.1,0.5,0.6,0.8,0.6,1.2,1.8,1.9,0.7,0.7,0.1,1.5,4,97212
CRS5490RES200mN1626800E714800,0,CRS5490RES1000mN1626000E714000,0,CRS5490RES1000mN1626000E714000,1020320,54,9,1,2,14,741260.4,2041.8,22,4,1,0,0,3,22,0,3,4,6,5,5,13,11,5,2,0,0,13,26,97212
CRS5490RES200mN1626800E715000,1,CRS5490RES1000mN1626000E715000,0,CRS5490RES1000mN1626000E715000,1020321,10,1.7,0,4.1,0.4,215420,424.4,0.1,4.6,0,0.5,1.7,2.5,0,0,0.1,0,0.5,0.9,0.7,0.8,2.2,2.1,1.7,1,0,0.9,4.7,97212
CRS5490RES200mN1626800E715200,0,CRS5490RES1000mN1626000E715000,0,CRS5490RES1000mN1626000E715000,1020325,55,8,2,17,6,1281559.7,1685.6,9,16,1,3,2,17,2,0,0,1,6,5,1,7,11,6,16,2,0,5,25,97212
CRS5490RES200mN1626800E715400,1,CRS5490RES1000mN1626000E715000,0,CRS5490RES1000mN1626000E715000,1020321,24,4.1,0,9.7,0.9,517008,1018.7,0.3,11,0,1.2,4.1,6,0,0,0.2,0,1.2,2.2,1.6,1.9,5.3,5,4.1,2.5,0,2.2,11.3,97212
CRS5490RES200mN1626800E715600,1,CRS5490RES1000mN1626000E715000,0,CRS5490RES1000mN1626000E715000,1020321,10,1.7,0,4.1,0.4,215420,424.4,0.1,4.6,0,0.5,1.7,2.5,0,0,0.1,0,0.5,0.9,0.7,0.8,2.2,2.1,1.7,1,0,0.9,4.7,97212
CRS5490RES200mN1626800E715800,0,CRS5490RES1000mN1626000E715000,0,CRS5490RES1000mN1626000E715000,1020326,82,13,1,23,4,1698163.9,2773.4,7,29,0,4,11,14,7,0,0,1,4,9,5,4,27,12,14,6,0,5,36,97212
CRS5490RES200mN1626800E716000,0,CRS5490RES1000mN1626000E716000,0,CRS5490RES1000mN1626000E716000,1020361,33,10,1,16,1,660425.9,1775,0,19,1,1,7,10,0,0,2,0,0,1,1,0,5,4,15,5,0,7,19,97212
CRS5490RES200mN1626800E716200,1,CRS5490RES1000mN1626000E716000,0,CRS5490RES1000mN1626000E716000,1020355,3,0.4,0.2,0.8,0.2,56839.8,103.3,0.2,1,0.1,0.2,0.3,0.5,0.1,0,0,0.1,0.3,0.3,0.2,0.4,0.5,0.6,0.5,0.1,0,0.3,1.2,97212
CRS5490RES200mN1626800E717000,1,CRS5490RES1000mN1626000E717000,0,CRS5490RES1000mN1626000E717000,1020352,2,0.3,0.1,0.7,0.1,44698.1,77.3,0.1,0.8,0,0.1,0.3,0.4,0.1,0,0,0,0.2,0.2,0.1,0.2,0.4,0.3,0.5,0.1,0,0.3,0.9,97212
CRS5490RES200mN1626800E717200,1,CRS5490RES1000mN1626000E717000,0,CRS5490RES1000mN1626000E717000,1020352,16,2.2,0.6,5.5,1.1,357584.9,618.2,0.8,6.2,0.2,0.6,2.6,3.1,0.5,0,0.3,0.3,1.2,1.3,0.5,1.5,3.3,2.4,4.1,1,0.1,2.2,7,97212
CRS5490RES200mN1626800E717400,1,CRS5490RES1000mN1626000E717000,0,CRS5490RES1000mN1626000E717000,1020352,8,1.1,0.3,2.7,0.5,178792.4,309.1,0.4,3.1,0.1,0.3,1.3,1.5,0.3,0,0.2,0.1,0.6,0.7,0.2,0.7,1.7,1.2,2.1,0.5,0,1.1,3.5,9721297230
CRS5490RES200mN1626800E717800,1,CRS5490RES1000mN1626000E717000,0,CRS5490RES1000mN1626000E717000,1020352,4,0.5,0.1,1.4,0.3,89396.2,154.5,0.2,1.5,0,0.2,0.6,0.8,0.1,0,0.1,0.1,0.3,0.3,0.1,0.4,0.8,0.6,1,0.3,0,0.5,1.7,97230
CRS5490RES200mN1626800E718800,1,CRS5490RES1000mN1626000E718000,1,CRS5490RES2000mN1626000E718000,398811,1,0.2,0,0.3,0.1,23744.7,42,0.1,0.4,0,0.1,0.1,0.3,0,0,0,0,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0,0.1,0.5,97230
CRS5490RES200mN1626800E719000,1,CRS5490RES1000mN1626000E719000,0,CRS5490RES2000mN1626000E718000,1020371,21,3.5,0.7,5.9,1.7,379149.4,686.3,1.4,7.7,0.4,1.9,1.9,4.5,0.4,0,0.4,0.1,1.1,3.1,0.9,2.6,4.4,3.3,3.5,1.6,0,3.5,9.1,97230
CRS5490RES200mN1626800E719200,1,CRS5490RES1000mN1626000E719000,0,CRS5490RES2000mN1626000E718000,1020371,20,3.3,0.7,5.7,1.6,361094.7,653.6,1.3,7.4,0.4,1.8,1.8,4.3,0.4,0,0.4,0.1,1,2.9,0.9,2.5,4.2,3.1,3.4,1.5,0,3.3,8.7,97230
